Date,Product_Name,Category,Location,Unit_Price_NGN,Qty_Sold,Daily_Total_NGN,Competitor_Price,Price_Gap_Pct,Delivery_Status
2025-12-22,Yellow Garri (Paint),Tubers,Abuja,5500,6,33000,4200,31,On-Time
2025-12-22,Yam Tuber (Large),Produce,Lagos (Lekki),12000,24,288000,8000,50,Critical Delay
2025-12-23,Kings Oil 5L,Oils,Ibadan,27000,-1,0,21500,25.6,Delayed
2025-12-23,Yam Tuber (Large),Produce,Lagos (Lekki),11500,17,195500,8000,43.8,Delayed
2025-12-23,Indomie Super Pack,Noodles,Abuja,20000,13,260000,16800,19,On-Time
2025-12-23,Yam Tuber (Large),Produce,Port Harcourt,12000,9,108000,8000,50,On-Time
2025-12-24,Semovita 10kg,Swallow,Lagos (Ikeja),10500,26,273000,9200,14.1,Delayed
2025-12-24,Yellow Garri (Paint),Tubers,Kano,5500,11,60500,4200,31,Delayed
2025-12-24,Peak Milk 400g,Dairy,Kano,5800,0,0,4900,18.4,Critical Delay
2025-12-24,Semovita 10kg,Swallow,Lagos (Lekki),10500,-2,0,9200,14.1,Delayed
2025-12-25,Indomie Super Pack,Noodles,Enugu,20000,3,60000,16800,19,On-Time
2025-12-25,Yellow Garri (Paint),Tubers,Kano,5500,23,126500,4200,31,Critical Delay
2025-12-25,Yam Tuber (Large),Produce,Abuja,12000,27,324000,8000,50,On-Time
2025-12-25,Dangote Sugar 1kg,Sweeteners,Lagos (Ikeja),4000,29,116000,3200,25,Critical Delay
2025-12-26,Kings Oil 5L,Oils,Port Harcourt,27000,15,405000,21500,25.6,Delayed
2025-12-26,Indomie Super Pack,Noodles,Abuja,20000,13,260000,16800,19,Critical Delay
2025-12-26,Milo Refill 500g,Beverages,Abuja,7200,23,165600,6000,20,Critical Delay
2025-12-26,Dangote Sugar 1kg,Sweeteners,Kano,4000,14,56000,3200,25,On-Time
2025-12-27,Yellow Garri (Paint),Tubers,Ibadan,5500,-2,0,4200,31,Critical Delay
2025-12-27,Peak Milk 400g,Dairy,Ibadan,5800,17,98600,4900,18.4,On-Time
2025-12-27,Beans Brown (Oloyin),Grains,Lagos (Lekki),4500,10,45000,3200,40.6,Delayed
2025-12-27,Frozen Turkey (kg),Meat,Enugu,11000,17,187000,8800,25,Delayed
2025-12-28,Yam Tuber (Large),Produce,Kano,12000,28,336000,8000,50,On-Time
2025-12-28,Milo Refill 500g,Beverages,Ibadan,7200,18,129600,6000,20,On-Time
2025-12-28,Semovita 10kg,Swallow,Lagos (Ikeja),10500,10,105000,9200,14.1,On-Time
2025-12-28,Yellow Garri (Paint),Tubers,Enugu,5500,9,49500,4200,31,On-Time
2025-12-29,Yellow Garri (Paint),Tubers,Abuja,5500,13,71500,4200,31,On-Time
2025-12-29,Peak Milk 400g,Dairy,Lagos (Lekki),5800,7,40600,4900,18.4,Critical Delay
2025-12-29,Power Oil (Sachet),Oils,Lagos (Lekki),500,27,13500,400,25,Critical Delay
2025-12-29,Yellow Garri (Paint),Tubers,Enugu,5500,1,5500,4200,31,Delayed
2025-12-30,Indomie Super Pack,Noodles,Kano,20000,28,560000,16800,19,Delayed
2025-12-30,Indomie Super Pack,Noodles,Kano,20000,1,20000,16800,19,Critical Delay
2025-12-30,Kings Oil 5L,Oils,Port Harcourt,27000,24,648000,21500,25.6,On-Time
2025-12-30,Kings Oil 5L,Oils,Ibadan,27000,8,216000,21500,25.6,Critical Delay
2025-12-31,Milo Refill 500g,Beverages,Enugu,7200,2,14400,6000,20,Critical Delay
2025-12-31,Local Rice (50kg),Grains,Ibadan,120000,8,960000,105000,14.3,Critical Delay
2025-12-31,Indomie Super Pack,Noodles,Abuja,20000,15,300000,16800,19,Delayed
2025-12-31,Yam Tuber (Large),Produce,Lagos (Ikeja),12000,2,24000,8000,50,Delayed
2026-01-01,Yam Tuber (Large),Produce,Port Harcourt,12000,17,204000,8000,50,On-Time
2026-01-01,Yam Tuber (Large),Produce,Ibadan,12000,4,48000,8000,50,Critical Delay
2026-01-01,Power Oil (Sachet),Oils,Abuja,500,28,14000,400,25,On-Time
2026-01-01,Semovita 10kg,Swallow,Kano,10500,15,157500,9200,14.1,On-Time
2026-02-01,Yellow Garri (Paint),Tubers,Lagos (Lekki),5500,1,5500,4200,31,On-Time
2026-01-02,Peak Milk 400g,Dairy,Kano,5800,27,156600,4900,18.4,On-Time
2026-01-02,Power Oil (Sachet),Oils,Enugu,500,-2,0,400,25,Critical Delay
2026-02-01,Semovita 10kg,Swallow,Port Harcourt,10500,21,220500,9200,14.1,Delayed
2026-01-03,Milo Refill 500g,Beverages,Port Harcourt,7200,2,14400,6000,20,On-Time
2026-01-03,Frozen Turkey (kg),Meat,Ibadan,11000,18,198000,8800,25,Delayed
2026-03-01,Yellow Garri (Paint),Tubers,Abuja,5500,4,22000,4200,31,Delayed
2026-03-01,Yellow Garri (Paint),Tubers,Lagos (Lekki),5500,15,82500,4200,31,Critical Delay
2026-01-04,Power Oil (Sachet),Oils,Port Harcourt,500,23,11500,400,25,Delayed
2026-01-04,Power Oil (Sachet),Oils,Kano,500,11,5500,400,25,Delayed
2026-01-04,Kings Oil 5L,Oils,Lagos (Lekki),27000,23,621000,21500,25.6,Critical Delay
2026-04-01,Semovita 10kg,Swallow,Ibadan,10500,10,105000,9200,14.1,Critical Delay
2026-05-01,Semovita 10kg,Swallow,Ibadan,10500,28,294000,9200,14.1,On-Time
2026-01-05,Dangote Sugar 1kg,Sweeteners,Lagos (Ikeja),4000,14,56000,3200,25,On-Time
2026-05-01,Frozen Turkey (kg),Meat,Port Harcourt,11000,11,121000,8800,25,Delayed
2026-01-05,Local Rice (50kg),Grains,Enugu,120000,18,2160000,105000,14.3,Critical Delay
2026-01-06,Yellow Garri (Paint),Tubers,Lagos (Lekki),5500,20,110000,4200,31,Critical Delay
2026-06-01,Beans Brown (Oloyin),Grains,Port Harcourt,4500,-1,0,3200,40.6,On-Time
2026-06-01,Yellow Garri (Paint),Tubers,Ibadan,5500,9,49500,4200,31,Critical Delay
2026-06-01,Semovita 10kg,Swallow,Lagos (Ikeja),10500,-2,0,9200,14.1,On-Time
2026-01-07,Yellow Garri (Paint),Tubers,Enugu,5500,23,126500,4200,31,Delayed
2026-01-07,Yellow Garri (Paint),Tubers,Lagos (Ikeja),5500,17,93500,4200,31,Delayed
2026-07-01,Semovita 10kg,Swallow,Ibadan,10500,-1,0,9200,14.1,Critical Delay
2026-01-07,Kings Oil 5L,Oils,Ibadan,27000,28,756000,21500,25.6,Critical Delay
2026-08-01,Yellow Garri (Paint),Tubers,Lagos (Lekki),5500,28,154000,4200,31,Delayed
2026-01-08,Yam Tuber (Large),Produce,Lagos (Lekki),12000,2,24000,8000,50,On-Time
2026-08-01,Kings Oil 5L,Oils,Lagos (Lekki),27000,8,216000,21500,25.6,Critical Delay
2026-01-08,Milo Refill 500g,Beverages,Lagos (Ikeja),7200,29,208800,6000,20,Critical Delay
2026-09-01,Beans Brown (Oloyin),Grains,Lagos (Lekki),4500,14,63000,3200,40.6,Delayed
2026-01-09,Peak Milk 400g,Dairy,Ibadan,5800,30,174000,4900,18.4,Critical Delay
2026-09-01,Power Oil (Sachet),Oils,Port Harcourt,500,27,13500,400,25,Delayed
2026-01-09,Yellow Garri (Paint),Tubers,Lagos (Lekki),5500,27,148500,4200,31,Critical Delay
2026-01-10,Local Rice (50kg),Grains,Ibadan,120000,18,2160000,105000,14.3,Critical Delay
2026-10-01,Peak Milk 400g,Dairy,Lagos (Lekki),5800,6,34800,4900,18.4,Delayed
2026-01-10,Frozen Turkey (kg),Meat,Lagos (Ikeja),11000,27,297000,8800,25,Delayed
2026-10-01,Yam Tuber (Large),Produce,Kano,12000,11,132000,8000,50,On-Time
